Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Trend,Contribution,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Beauty,North America,Skincare,MAC,Foundation,392748,0.41,0.1,0.26,0.08,0.12000000000000001,0.21000000000000002,0.31
Personal Care,South America,Skincare,Kaybeauty,Mascara,184322,0.28,0.17,0.07,0.15000000000000002,0.19,0.020000000000000004,0.12000000000000001
Luxury,North America,Hair,MAC,Mascara,432978,0.14,0.01,0.16,-0.01,0.03,0.11,0.21000000000000002
Personal Care,Europe,Fragrance,Kaybeauty,Perfume,107861,0.37,-0.02,0.25,-0.04,0.0,0.2,0.3
Luxury,South America,Makeup,Kaybeauty,Perfume,420856,0.38,-0.04,0.09,-0.06,-0.02,0.039999999999999994,0.14
Luxury,South America,Body,Kaybeauty,Bronzer,494108,0.34,-0.03,0.16,-0.05,-0.009999999999999998,0.11,0.21000000000000002
Luxury,South America,Makeup,MAC,Bronzer,176689,0.18,0.19,0.29,0.17,0.21,0.24,0.33999999999999997
Personal Care,Africa,Hair,MAC,Mascara,379612,0.47,-0.02,0.18,-0.04,0.0,0.13,0.22999999999999998
Beauty,Africa,Hair,L'Oreal,Lipstick,411831,0.17,0.09,0.11,0.06999999999999999,0.11,0.06,0.16
Luxury,Africa,Skincare,Kaybeauty,Lipstick,427296,0.13,0.02,0.07,0.0,0.04,0.020000000000000004,0.12000000000000001
Beauty,Europe,Body,MAC,Mascara,393078,0.14,0.04,0.12,0.02,0.06,0.06999999999999999,0.16999999999999998
Luxury,Europe,Body,L'Oreal,Lipstick,308453,0.16,0.17,0.09,0.15000000000000002,0.19,0.039999999999999994,0.14
Luxury,Asia,Makeup,Kaybeauty,Bronzer,393627,0.5,0.15,0.15,0.13,0.16999999999999998,0.09999999999999999,0.2
Personal Care,South America,Skincare,Kaybeauty,Lipstick,56846,0.27,0.11,0.18,0.09,0.13,0.13,0.22999999999999998
Personal Care,Asia,Skincare,Kaybeauty,Mascara,409745,0.41,0.14,0.24,0.12000000000000001,0.16,0.19,0.29
Luxury,North America,Skincare,Kaybeauty,Foundation,323331,0.21,0.07,0.1,0.05,0.09000000000000001,0.05,0.15000000000000002
Personal Care,Asia,Skincare,MAC,Bronzer,54516,0.42,-0.04,0.1,-0.06,-0.02,0.05,0.15000000000000002
Beauty,North America,Hair,Kaybeauty,Shampoo,256885,0.38,-0.04,0.2,-0.06,-0.02,0.15000000000000002,0.25
Luxury,Africa,Hair,L'Oreal,Conditioner,442948,0.3,-0.04,0.13,-0.06,-0.02,0.08,0.18
Personal Care,South America,Body,Kaybeauty,Bronzer,349109,0.22,0.1,0.12,0.08,0.12000000000000001,0.06999999999999999,0.16999999999999998
Personal Care,South America,Fragrance,L'Oreal,Mascara,418694,0.11,0.07,0.1,0.05,0.09000000000000001,0.05,0.15000000000000002
Beauty,Asia,Skincare,L'Oreal,Shampoo,230509,0.4,0.18,0.1,0.16,0.19999999999999998,0.05,0.15000000000000002
Luxury,South America,Skincare,Kaybeauty,Mascara,347837,0.26,0.19,0.22,0.17,0.21,0.16999999999999998,0.27
Luxury,South America,Skincare,L'Oreal,Shampoo,68480,0.43,0.06,0.25,0.039999999999999994,0.08,0.2,0.3
Personal Care,Europe,Skincare,L'Oreal,Bronzer,350543,0.42,0.18,0.2,0.16,0.19999999999999998,0.15000000000000002,0.25
Luxury,Europe,Makeup,Kaybeauty,Foundation,124233,0.36,0.12,0.14,0.09999999999999999,0.13999999999999999,0.09000000000000001,0.19
Beauty,North America,Makeup,L'Oreal,Bronzer,61058,0.25,0.0,0.24,-0.02,0.02,0.19,0.29
Luxury,Africa,Skincare,MAC,Shampoo,79235,0.49,0.08,0.26,0.06,0.1,0.21000000000000002,0.31
Luxury,North America,Fragrance,L'Oreal,Shampoo,336132,0.23,0.04,0.28,0.02,0.06,0.23000000000000004,0.33
Personal Care,Asia,Hair,L'Oreal,Hair Spray,389014,0.45,0.17,0.14,0.15000000000000002,0.19,0.09000000000000001,0.19
Beauty,South America,Hair,Kaybeauty,Lipstick,263996,0.49,0.08,0.3,0.06,0.1,0.25,0.35
Personal Care,Europe,Skincare,Kaybeauty,Foundation,216887,0.29,0.01,0.2,-0.01,0.03,0.15000000000000002,0.25
Luxury,North America,Body,Kaybeauty,Shampoo,160250,0.4,0.07,0.09,0.05,0.09000000000000001,0.039999999999999994,0.14
Luxury,Europe,Makeup,L'Oreal,Conditioner,333601,0.27,0.12,0.18,0.09999999999999999,0.13999999999999999,0.13,0.22999999999999998
Personal Care,North America,Fragrance,Kaybeauty,Bronzer,260070,0.2,0.16,0.29,0.14,0.18,0.24,0.33999999999999997
Beauty,Europe,Skincare,L'Oreal,Bronzer,50443,0.13,0.03,0.07,0.009999999999999998,0.05,0.020000000000000004,0.12000000000000001
Personal Care,South America,Makeup,L'Oreal,Hair Spray,236154,0.32,0.16,0.28,0.14,0.18,0.23000000000000004,0.33
Beauty,Africa,Makeup,Kaybeauty,Perfume,125494,0.13,0.0,0.26,-0.02,0.02,0.21000000000000002,0.31
Luxury,North America,Body,L'Oreal,Perfume,466170,0.19,0.09,0.14,0.06999999999999999,0.11,0.09000000000000001,0.19
Luxury,Europe,Skincare,Kaybeauty,Perfume,249394,0.39,-0.02,0.21,-0.04,0.0,0.15999999999999998,0.26
Luxury,Africa,Body,Kaybeauty,Perfume,181097,0.25,0.13,0.09,0.11,0.15,0.039999999999999994,0.14
Personal Care,Asia,Hair,MAC,Toner,477113,0.21,0.18,0.22,0.16,0.19999999999999998,0.16999999999999998,0.27
Personal Care,South America,Makeup,L'Oreal,Bronzer,261061,0.29,0.04,0.18,0.02,0.06,0.13,0.22999999999999998
Personal Care,Africa,Fragrance,MAC,Foundation,241330,0.39,0.17,0.07,0.15000000000000002,0.19,0.020000000000000004,0.12000000000000001
Beauty,Africa,Makeup,MAC,Shampoo,397664,0.33,0.03,0.13,0.009999999999999998,0.05,0.08,0.18
Luxury,Asia,Hair,L'Oreal,Toner,81041,0.41,-0.02,0.28,-0.04,0.0,0.23000000000000004,0.33
Personal Care,Europe,Skincare,MAC,Conditioner,392503,0.28,0.02,0.23,0.0,0.04,0.18,0.28
Luxury,South America,Fragrance,Kaybeauty,Bronzer,194382,0.47,0.08,0.22,0.06,0.1,0.16999999999999998,0.27
Luxury,South America,Fragrance,Kaybeauty,Body Lotion,131428,0.17,-0.04,0.09,-0.06,-0.02,0.039999999999999994,0.14
Beauty,Africa,Skincare,Kaybeauty,Body Lotion,422208,0.11,0.02,0.23,0.0,0.04,0.18,0.28
Beauty,Africa,Body,MAC,Lipstick,301531,0.23,-0.03,0.3,-0.05,-0.009999999999999998,0.25,0.35
Luxury,South America,Body,MAC,Perfume,489866,0.26,0.15,0.2,0.13,0.16999999999999998,0.15000000000000002,0.25
Luxury,South America,Hair,MAC,Foundation,105461,0.5,-0.03,0.18,-0.05,-0.009999999999999998,0.13,0.22999999999999998
Personal Care,North America,Fragrance,L'Oreal,Mascara,204323,0.48,0.07,0.19,0.05,0.09000000000000001,0.14,0.24
Luxury,North America,Skincare,MAC,Hair Spray,108697,0.21,0.06,0.24,0.039999999999999994,0.08,0.19,0.29
Beauty,Asia,Makeup,L'Oreal,Body Lotion,196485,0.22,-0.04,0.18,-0.06,-0.02,0.13,0.22999999999999998
Beauty,Europe,Hair,L'Oreal,Foundation,254675,0.36,0.02,0.26,0.0,0.04,0.21000000000000002,0.31
Luxury,North America,Hair,L'Oreal,Toner,226129,0.16,-0.02,0.06,-0.04,0.0,0.009999999999999995,0.11
Personal Care,Asia,Makeup,MAC,Toner,451790,0.11,0.16,0.17,0.14,0.18,0.12000000000000001,0.22000000000000003
Personal Care,South America,Body,MAC,Foundation,169618,0.31,-0.05,0.19,-0.07,-0.030000000000000002,0.14,0.24
Personal Care,Asia,Skincare,L'Oreal,Mascara,379083,0.2,0.19,0.15,0.17,0.21,0.09999999999999999,0.2
Personal Care,Europe,Makeup,MAC,Perfume,214813,0.23,0.06,0.09,0.039999999999999994,0.08,0.039999999999999994,0.14
Beauty,Africa,Makeup,Kaybeauty,Body Lotion,121220,0.4,0.04,0.17,0.02,0.06,0.12000000000000001,0.22000000000000003
Beauty,Asia,Skincare,Kaybeauty,Mascara,115974,0.21,0.01,0.22,-0.01,0.03,0.16999999999999998,0.27
Luxury,Asia,Body,MAC,Lipstick,422854,0.35,0.08,0.08,0.06,0.1,0.03,0.13
Beauty,Africa,Body,MAC,Toner,345105,0.24,0.07,0.07,0.05,0.09000000000000001,0.020000000000000004,0.12000000000000001
Personal Care,South America,Fragrance,Kaybeauty,Conditioner,207042,0.23,0.1,0.12,0.08,0.12000000000000001,0.06999999999999999,0.16999999999999998
Beauty,South America,Makeup,L'Oreal,Lipstick,389804,0.25,-0.01,0.13,-0.03,0.01,0.08,0.18
Beauty,North America,Skincare,L'Oreal,Body Lotion,54220,0.14,0.17,0.12,0.15000000000000002,0.19,0.06999999999999999,0.16999999999999998
Personal Care,South America,Fragrance,MAC,Bronzer,296161,0.34,0.04,0.24,0.02,0.06,0.19,0.29
Personal Care,Africa,Makeup,L'Oreal,Lipstick,479266,0.39,0.19,0.15,0.17,0.21,0.09999999999999999,0.2
Personal Care,Europe,Skincare,L'Oreal,Toner,301796,0.48,-0.02,0.14,-0.04,0.0,0.09000000000000001,0.19
Beauty,Europe,Hair,MAC,Lipstick,417912,0.15,0.1,0.18,0.08,0.12000000000000001,0.13,0.22999999999999998
Luxury,Asia,Hair,MAC,Body Lotion,203005,0.21,-0.04,0.16,-0.06,-0.02,0.11,0.21000000000000002
Personal Care,North America,Skincare,MAC,Hair Spray,153651,0.42,0.01,0.15,-0.01,0.03,0.09999999999999999,0.2
Luxury,North America,Body,MAC,Shampoo,86738,0.18,-0.01,0.29,-0.03,0.01,0.24,0.33999999999999997
Luxury,Asia,Makeup,L'Oreal,Shampoo,78737,0.41,0.04,0.16,0.02,0.06,0.11,0.21000000000000002
Personal Care,Africa,Makeup,Kaybeauty,Hair Spray,415218,0.19,0.03,0.14,0.009999999999999998,0.05,0.09000000000000001,0.19
Personal Care,Europe,Fragrance,MAC,Mascara,224642,0.49,0.2,0.14,0.18000000000000002,0.22,0.09000000000000001,0.19
Luxury,Africa,Makeup,L'Oreal,Body Lotion,186492,0.38,0.0,0.13,-0.02,0.02,0.08,0.18
Luxury,South America,Makeup,Kaybeauty,Mascara,272786,0.32,0.2,0.09,0.18000000000000002,0.22,0.039999999999999994,0.14
Luxury,South America,Body,MAC,Perfume,186830,0.47,0.12,0.23,0.09999999999999999,0.13999999999999999,0.18,0.28
Personal Care,North America,Hair,Kaybeauty,Bronzer,398406,0.21,0.13,0.11,0.11,0.15,0.06,0.16
Personal Care,North America,Makeup,MAC,Body Lotion,201676,0.16,0.02,0.2,0.0,0.04,0.15000000000000002,0.25
Luxury,Africa,Makeup,L'Oreal,Conditioner,172838,0.36,0.14,0.13,0.12000000000000001,0.16,0.08,0.18
Beauty,Asia,Skincare,MAC,Body Lotion,406401,0.27,0.17,0.19,0.15000000000000002,0.19,0.14,0.24
Personal Care,Europe,Makeup,L'Oreal,Toner,225824,0.42,0.16,0.22,0.14,0.18,0.16999999999999998,0.27
Personal Care,Africa,Fragrance,MAC,Perfume,475513,0.39,0.04,0.09,0.02,0.06,0.039999999999999994,0.14
Personal Care,Asia,Makeup,MAC,Body Lotion,303618,0.11,0.1,0.13,0.08,0.12000000000000001,0.08,0.18
Beauty,South America,Skincare,L'Oreal,Mascara,157915,0.1,0.01,0.1,-0.01,0.03,0.05,0.15000000000000002
Beauty,North America,Hair,L'Oreal,Mascara,295655,0.28,0.17,0.11,0.15000000000000002,0.19,0.06,0.16
Beauty,Asia,Hair,Kaybeauty,Body Lotion,429640,0.49,-0.01,0.12,-0.03,0.01,0.06999999999999999,0.16999999999999998
Personal Care,Asia,Fragrance,MAC,Bronzer,121332,0.28,0.18,0.12,0.16,0.19999999999999998,0.06999999999999999,0.16999999999999998
Beauty,Asia,Makeup,MAC,Bronzer,64171,0.4,0.01,0.2,-0.01,0.03,0.15000000000000002,0.25
Beauty,South America,Makeup,MAC,Foundation,399465,0.47,0.01,0.08,-0.01,0.03,0.03,0.13
Personal Care,Africa,Body,L'Oreal,Foundation,99790,0.3,0.05,0.29,0.030000000000000002,0.07,0.24,0.33999999999999997
Luxury,South America,Hair,Kaybeauty,Bronzer,410998,0.26,0.06,0.06,0.039999999999999994,0.08,0.009999999999999995,0.11
Personal Care,North America,Hair,L'Oreal,Toner,250109,0.32,-0.0,0.07,-0.02,0.02,0.020000000000000004,0.12000000000000001
Beauty,Asia,Body,Kaybeauty,Shampoo,499743,0.42,0.07,0.14,0.05,0.09000000000000001,0.09000000000000001,0.19
Personal Care,Asia,Makeup,L'Oreal,Foundation,358644,0.3,0.07,0.14,0.05,0.09000000000000001,0.09000000000000001,0.19
Personal Care,Asia,Body,L'Oreal,Toner,355935,0.44,0.1,0.24,0.08,0.12000000000000001,0.19,0.29
Personal Care,North America,Skincare,L'Oreal,Conditioner,78094,0.17,-0.01,0.19,-0.03,0.01,0.14,0.24
Beauty,South America,Fragrance,MAC,Shampoo,81359,0.34,0.12,0.14,0.09999999999999999,0.13999999999999999,0.09000000000000001,0.19
Luxury,Africa,Makeup,MAC,Foundation,351469,0.43,0.05,0.2,0.030000000000000002,0.07,0.15000000000000002,0.25
Personal Care,Africa,Hair,Kaybeauty,Body Lotion,132100,0.29,-0.01,0.25,-0.03,0.01,0.2,0.3
Luxury,Asia,Makeup,Kaybeauty,Perfume,191046,0.36,0.2,0.2,0.18000000000000002,0.22,0.15000000000000002,0.25
Personal Care,Africa,Fragrance,L'Oreal,Perfume,308740,0.38,0.03,0.26,0.009999999999999998,0.05,0.21000000000000002,0.31
Beauty,Asia,Fragrance,MAC,Conditioner,73940,0.45,0.15,0.21,0.13,0.16999999999999998,0.15999999999999998,0.26
Luxury,Asia,Hair,L'Oreal,Body Lotion,275454,0.24,-0.02,0.19,-0.04,0.0,0.14,0.24
Luxury,Africa,Body,L'Oreal,Bronzer,444363,0.13,-0.01,0.26,-0.03,0.01,0.21000000000000002,0.31
Luxury,Europe,Body,Kaybeauty,Perfume,160397,0.13,0.19,0.07,0.17,0.21,0.020000000000000004,0.12000000000000001
Personal Care,Africa,Hair,Kaybeauty,Mascara,350873,0.25,-0.02,0.08,-0.04,0.0,0.03,0.13
Luxury,Africa,Hair,MAC,Hair Spray,200235,0.13,0.11,0.27,0.09,0.13,0.22000000000000003,0.32
Luxury,North America,Makeup,L'Oreal,Lipstick,120231,0.31,0.14,0.07,0.12000000000000001,0.16,0.020000000000000004,0.12000000000000001
Luxury,Asia,Skincare,MAC,Toner,309074,0.38,0.18,0.25,0.16,0.19999999999999998,0.2,0.3
Beauty,Africa,Makeup,Kaybeauty,Lipstick,76633,0.31,0.08,0.14,0.06,0.1,0.09000000000000001,0.19
Beauty,North America,Makeup,L'Oreal,Mascara,343763,0.49,0.0,0.19,-0.02,0.02,0.14,0.24
Personal Care,Africa,Skincare,Kaybeauty,Lipstick,413431,0.37,0.12,0.25,0.09999999999999999,0.13999999999999999,0.2,0.3
Personal Care,Asia,Makeup,L'Oreal,Toner,485383,0.49,0.04,0.18,0.02,0.06,0.13,0.22999999999999998
Personal Care,North America,Hair,Kaybeauty,Toner,324245,0.15,0.04,0.19,0.02,0.06,0.14,0.24
Personal Care,Asia,Fragrance,Kaybeauty,Shampoo,358851,0.21,-0.04,0.26,-0.06,-0.02,0.21000000000000002,0.31
Beauty,Asia,Fragrance,Kaybeauty,Toner,336517,0.4,0.15,0.1,0.13,0.16999999999999998,0.05,0.15000000000000002
Beauty,Europe,Makeup,MAC,Shampoo,365617,0.17,0.12,0.2,0.09999999999999999,0.13999999999999999,0.15000000000000002,0.25
Beauty,South America,Body,L'Oreal,Mascara,442289,0.42,0.07,0.17,0.05,0.09000000000000001,0.12000000000000001,0.22000000000000003
Beauty,North America,Skincare,L'Oreal,Shampoo,162298,0.11,-0.01,0.1,-0.03,0.01,0.05,0.15000000000000002
Luxury,South America,Body,L'Oreal,Hair Spray,352293,0.24,0.11,0.19,0.09,0.13,0.14,0.24
Beauty,Asia,Body,L'Oreal,Lipstick,112933,0.4,-0.04,0.14,-0.06,-0.02,0.09000000000000001,0.19
Personal Care,South America,Fragrance,MAC,Toner,123136,0.41,0.03,0.07,0.009999999999999998,0.05,0.020000000000000004,0.12000000000000001
Beauty,Africa,Skincare,L'Oreal,Conditioner,329995,0.28,0.18,0.28,0.16,0.19999999999999998,0.23000000000000004,0.33
Luxury,Europe,Fragrance,L'Oreal,Mascara,201426,0.47,-0.03,0.12,-0.05,-0.009999999999999998,0.06999999999999999,0.16999999999999998
Beauty,Asia,Hair,Kaybeauty,Bronzer,322738,0.39,0.15,0.11,0.13,0.16999999999999998,0.06,0.16
Personal Care,Europe,Skincare,L'Oreal,Conditioner,93388,0.3,0.04,0.11,0.02,0.06,0.06,0.16
Luxury,Asia,Hair,L'Oreal,Shampoo,269895,0.35,0.06,0.13,0.039999999999999994,0.08,0.08,0.18
Luxury,South America,Skincare,MAC,Hair Spray,206872,0.12,0.07,0.16,0.05,0.09000000000000001,0.11,0.21000000000000002
Beauty,Africa,Hair,MAC,Perfume,474592,0.26,0.09,0.27,0.06999999999999999,0.11,0.22000000000000003,0.32
Personal Care,North America,Body,MAC,Perfume,217854,0.26,0.16,0.28,0.14,0.18,0.23000000000000004,0.33
Luxury,Africa,Makeup,MAC,Lipstick,224245,0.23,0.06,0.15,0.039999999999999994,0.08,0.09999999999999999,0.2
Personal Care,Africa,Skincare,Kaybeauty,Shampoo,96086,0.37,0.09,0.28,0.06999999999999999,0.11,0.23000000000000004,0.33
Beauty,Africa,Skincare,MAC,Toner,126779,0.17,0.08,0.21,0.06,0.1,0.15999999999999998,0.26
Personal Care,South America,Body,MAC,Body Lotion,439368,0.23,0.13,0.07,0.11,0.15,0.020000000000000004,0.12000000000000001
Beauty,Asia,Makeup,Kaybeauty,Conditioner,140902,0.36,0.09,0.13,0.06999999999999999,0.11,0.08,0.18
Beauty,North America,Skincare,L'Oreal,Hair Spray,275408,0.28,0.05,0.14,0.030000000000000002,0.07,0.09000000000000001,0.19
Personal Care,Africa,Fragrance,MAC,Bronzer,378911,0.49,0.11,0.26,0.09,0.13,0.21000000000000002,0.31
Personal Care,South America,Skincare,Kaybeauty,Toner,469944,0.35,0.1,0.08,0.08,0.12000000000000001,0.03,0.13
Personal Care,South America,Makeup,L'Oreal,Hair Spray,418254,0.28,0.15,0.13,0.13,0.16999999999999998,0.08,0.18
Beauty,Asia,Fragrance,L'Oreal,Foundation,477590,0.4,0.11,0.15,0.09,0.13,0.09999999999999999,0.2
Personal Care,Europe,Body,L'Oreal,Toner,457091,0.36,0.0,0.22,-0.02,0.02,0.16999999999999998,0.27
Beauty,South America,Makeup,Kaybeauty,Conditioner,318030,0.22,0.08,0.21,0.06,0.1,0.15999999999999998,0.26
Luxury,South America,Fragrance,MAC,Toner,303200,0.23,0.07,0.06,0.05,0.09000000000000001,0.009999999999999995,0.11
Beauty,Asia,Body,Kaybeauty,Lipstick,197736,0.23,0.02,0.26,0.0,0.04,0.21000000000000002,0.31
Personal Care,Asia,Hair,L'Oreal,Conditioner,415456,0.3,0.04,0.28,0.02,0.06,0.23000000000000004,0.33
Luxury,South America,Hair,Kaybeauty,Lipstick,413093,0.3,-0.01,0.06,-0.03,0.01,0.009999999999999995,0.11
Personal Care,Asia,Hair,L'Oreal,Body Lotion,183344,0.17,0.1,0.19,0.08,0.12000000000000001,0.14,0.24
Beauty,Africa,Hair,Kaybeauty,Mascara,456770,0.38,0.07,0.24,0.05,0.09000000000000001,0.19,0.29
Personal Care,Africa,Hair,L'Oreal,Toner,132015,0.16,-0.03,0.23,-0.05,-0.009999999999999998,0.18,0.28
Beauty,Africa,Skincare,Kaybeauty,Shampoo,133525,0.49,0.03,0.29,0.009999999999999998,0.05,0.24,0.33999999999999997
Luxury,Africa,Fragrance,L'Oreal,Toner,278943,0.13,-0.03,0.2,-0.05,-0.009999999999999998,0.15000000000000002,0.25
Beauty,Asia,Body,MAC,Hair Spray,290053,0.32,0.01,0.16,-0.01,0.03,0.11,0.21000000000000002
Personal Care,Europe,Makeup,MAC,Toner,98393,0.14,0.05,0.05,0.030000000000000002,0.07,0.0,0.1
Luxury,Africa,Fragrance,L'Oreal,Perfume,304083,0.37,0.01,0.25,-0.01,0.03,0.2,0.3
Personal Care,North America,Fragrance,Kaybeauty,Bronzer,279973,0.35,-0.04,0.29,-0.06,-0.02,0.24,0.33999999999999997
Luxury,Asia,Hair,L'Oreal,Mascara,414523,0.17,0.04,0.19,0.02,0.06,0.14,0.24
Luxury,South America,Fragrance,Kaybeauty,Bronzer,327202,0.18,0.09,0.18,0.06999999999999999,0.11,0.13,0.22999999999999998
Personal Care,South America,Hair,MAC,Shampoo,379336,0.45,0.2,0.06,0.18000000000000002,0.22,0.009999999999999995,0.11
Personal Care,Asia,Hair,L'Oreal,Bronzer,465177,0.24,0.06,0.23,0.039999999999999994,0.08,0.18,0.28
Luxury,Asia,Makeup,L'Oreal,Toner,349961,0.25,0.07,0.22,0.05,0.09000000000000001,0.16999999999999998,0.27
Beauty,Europe,Body,Kaybeauty,Hair Spray,460785,0.12,0.06,0.21,0.039999999999999994,0.08,0.15999999999999998,0.26
Beauty,South America,Makeup,Kaybeauty,Conditioner,375488,0.42,-0.04,0.06,-0.06,-0.02,0.009999999999999995,0.11
Personal Care,Africa,Body,L'Oreal,Mascara,327461,0.17,0.09,0.06,0.06999999999999999,0.11,0.009999999999999995,0.11
Beauty,Europe,Hair,MAC,Perfume,217419,0.34,0.07,0.13,0.05,0.09000000000000001,0.08,0.18
Personal Care,Asia,Hair,L'Oreal,Hair Spray,104860,0.33,0.16,0.24,0.14,0.18,0.19,0.29
Luxury,South America,Fragrance,L'Oreal,Hair Spray,51806,0.34,0.07,0.28,0.05,0.09000000000000001,0.23000000000000004,0.33
Personal Care,North America,Fragrance,MAC,Body Lotion,86322,0.44,0.03,0.09,0.009999999999999998,0.05,0.039999999999999994,0.14
Beauty,Asia,Makeup,Kaybeauty,Perfume,224792,0.43,0.0,0.16,-0.02,0.02,0.11,0.21000000000000002
Beauty,North America,Hair,Kaybeauty,Toner,187733,0.23,0.08,0.12,0.06,0.1,0.06999999999999999,0.16999999999999998
Personal Care,Africa,Skincare,MAC,Hair Spray,339990,0.4,0.06,0.07,0.039999999999999994,0.08,0.020000000000000004,0.12000000000000001
Luxury,Europe,Skincare,Kaybeauty,Perfume,350359,0.24,0.15,0.18,0.13,0.16999999999999998,0.13,0.22999999999999998
Luxury,South America,Makeup,L'Oreal,Hair Spray,71441,0.44,-0.05,0.11,-0.07,-0.030000000000000002,0.06,0.16
Personal Care,Africa,Skincare,L'Oreal,Lipstick,151293,0.17,-0.03,0.19,-0.05,-0.009999999999999998,0.14,0.24
Luxury,Europe,Makeup,L'Oreal,Foundation,66272,0.43,0.0,0.15,-0.02,0.02,0.09999999999999999,0.2
Luxury,Asia,Fragrance,Kaybeauty,Mascara,421559,0.16,0.18,0.18,0.16,0.19999999999999998,0.13,0.22999999999999998
Personal Care,Asia,Fragrance,L'Oreal,Toner,403165,0.23,0.05,0.15,0.030000000000000002,0.07,0.09999999999999999,0.2
Personal Care,North America,Body,Kaybeauty,Hair Spray,163624,0.48,0.18,0.23,0.16,0.19999999999999998,0.18,0.28
Luxury,North America,Fragrance,L'Oreal,Body Lotion,144450,0.41,0.03,0.22,0.009999999999999998,0.05,0.16999999999999998,0.27
Luxury,South America,Hair,MAC,Hair Spray,465783,0.2,0.01,0.06,-0.01,0.03,0.009999999999999995,0.11
Beauty,Asia,Makeup,MAC,Foundation,104395,0.28,-0.02,0.16,-0.04,0.0,0.11,0.21000000000000002
Personal Care,Africa,Fragrance,L'Oreal,Toner,166582,0.16,0.11,0.15,0.09,0.13,0.09999999999999999,0.2
Luxury,Africa,Makeup,Kaybeauty,Mascara,351452,0.18,0.02,0.23,0.0,0.04,0.18,0.28
Personal Care,North America,Fragrance,MAC,Hair Spray,393597,0.15,0.09,0.12,0.06999999999999999,0.11,0.06999999999999999,0.16999999999999998
Luxury,South America,Hair,MAC,Lipstick,492804,0.27,0.19,0.27,0.17,0.21,0.22000000000000003,0.32
Personal Care,North America,Makeup,L'Oreal,Bronzer,255908,0.2,0.06,0.16,0.039999999999999994,0.08,0.11,0.21000000000000002
Beauty,South America,Body,MAC,Hair Spray,86890,0.26,0.04,0.18,0.02,0.06,0.13,0.22999999999999998
Personal Care,North America,Hair,L'Oreal,Perfume,78975,0.11,0.06,0.2,0.039999999999999994,0.08,0.15000000000000002,0.25
Personal Care,South America,Skincare,L'Oreal,Hair Spray,418316,0.2,-0.01,0.1,-0.03,0.01,0.05,0.15000000000000002
Luxury,North America,Fragrance,L'Oreal,Shampoo,206679,0.24,0.12,0.08,0.09999999999999999,0.13999999999999999,0.03,0.13
Beauty,North America,Makeup,MAC,Body Lotion,427061,0.29,-0.04,0.17,-0.06,-0.02,0.12000000000000001,0.22000000000000003
Luxury,North America,Fragrance,L'Oreal,Perfume,304704,0.44,0.08,0.1,0.06,0.1,0.05,0.15000000000000002
Beauty,South America,Hair,L'Oreal,Perfume,78371,0.21,0.11,0.23,0.09,0.13,0.18,0.28
Beauty,North America,Skincare,MAC,Shampoo,353286,0.46,0.05,0.17,0.030000000000000002,0.07,0.12000000000000001,0.22000000000000003
Luxury,Asia,Skincare,L'Oreal,Hair Spray,213194,0.36,0.1,0.12,0.08,0.12000000000000001,0.06999999999999999,0.16999999999999998
Luxury,Asia,Hair,Kaybeauty,Toner,322733,0.2,0.18,0.05,0.16,0.19999999999999998,0.0,0.1
Luxury,Asia,Skincare,MAC,Shampoo,121634,0.38,0.0,0.12,-0.02,0.02,0.06999999999999999,0.16999999999999998
Luxury,South America,Skincare,L'Oreal,Body Lotion,307293,0.2,0.04,0.17,0.02,0.06,0.12000000000000001,0.22000000000000003
Luxury,Asia,Hair,Kaybeauty,Conditioner,342128,0.48,-0.05,0.06,-0.07,-0.030000000000000002,0.009999999999999995,0.11
Beauty,South America,Makeup,MAC,Bronzer,331843,0.25,0.08,0.06,0.06,0.1,0.009999999999999995,0.11
Luxury,Africa,Body,L'Oreal,Toner,448706,0.35,0.19,0.22,0.17,0.21,0.16999999999999998,0.27
Luxury,North America,Hair,L'Oreal,Perfume,141471,0.31,0.12,0.14,0.09999999999999999,0.13999999999999999,0.09000000000000001,0.19
Luxury,Europe,Body,L'Oreal,Foundation,293491,0.24,0.06,0.15,0.039999999999999994,0.08,0.09999999999999999,0.2
Beauty,Asia,Makeup,L'Oreal,Body Lotion,355692,0.44,0.05,0.24,0.030000000000000002,0.07,0.19,0.29
Personal Care,Europe,Body,L'Oreal,Bronzer,278485,0.4,0.0,0.21,-0.02,0.02,0.15999999999999998,0.26
